Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE53658	"shRNA kinome screen identifies TBK1 as therapeutic target for HER2+ breast cancer"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53658/suppl"	24487029		"Jeff Liu"	"Dec 26, 2013"
GSE46485	"JMJD1C knockdown (H9_CT2_JMJD1C-KD_Microarray_JW)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46485/suppl"	24318875		"Ren-he Xu"	"Dec 24, 2013"
GSE48672	"Heat-shock factor 2 is a suppressor of prostate cancer invasion"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48672/suppl"	26119944		"Matthias Nees"	"Dec 23, 2013"
GSE53431	"Narrow-band UVB phototherapy for psoriasis"	"Expression profiling by array"	"Homo sapiens"	47		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53431/suppl"	24909845		"Xiaolian Gu"	"Dec 23, 2013"
GSE37614	"Human breast cancer associated fibroblasts exhibit subtype specific gene expression profiles"	"Expression profiling by array"	"Homo sapiens"	19		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37614/suppl"	22954256		"Louise C Showe"	"Dec 20, 2013"
GSE52544	"Genome-wide expression profiling in 293T cells upon depletion of H1.2, Cul4A or PAF1"	"Expression profiling by array"	"Homo sapiens"	8	GDS5397	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52544/suppl"	24360965		"Kyunghwan Kim"	"Dec 20, 2013"
GSE52918	"Chronic low dose-rate versus acute ionizing radiation induced gene expression in primary derived prostate fibroblasts"	"Expression profiling by array"	"Homo sapiens"	32		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52918/suppl"	24397407		"J. Tyson McDonald"	"Dec 20, 2013"
GSE52694	"Borderline Changes in Renal Allografts: Molecular Diagnostics Identifies Risks for Graft Dysfunction"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52694/suppl"	26176825		"Petra Hruba"	"Dec 19, 2013"
GSE53424	"Gene expression data from human fibroblasts and induced Pluripotent Stem cells from Parkinson's Disease patients"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53424/suppl"	26905200;27475716		"Sally A Cowley"	"Dec 18, 2013"
GSE53426	"Gene expression and genotype data from human fibroblasts and induced Pluripotent Stem cells from Parkinson's Disease patients"	"Expression profiling by array;SNP genotyping by SNP array"	"Homo sapiens"	14				26905200;27475716		"Sally A Cowley"	"Dec 18, 2013"
GSE53340	"Genome-wide transcriptional analysis of HT1080 cells stably transfected with PTK7 constructs"	"Expression profiling by array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53340/suppl"	24618420		"Vladislav Golubkov"	"Dec 16, 2013"
GSE46451	"Effects of Inflammation and 5-ASA on ex vivo cultured ulcerative colitis biopsies"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46451/suppl"			"Charles Mein"	"Dec 12, 2013"
GSE53195	"Brisbane Systems Genetics Study"	"Expression profiling by array"	"Homo sapiens"	862		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53195/suppl"	24572353;24887635;26862113		"Joseph E Powell"	"Dec 11, 2013"
GSE53199	"Global gene expression analysis of CDCP1, KDM3B, and SDC1 knockdown in human marrow stromal cells"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53199/suppl"			"mineo iwata"	"Dec 10, 2013"
GSE46798	"Gene expression of A53T and corrected IPSC driven to DA neurons and exposed to paraquat and maneb"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46798/suppl"	24290359		"Scott Ryan"	"Dec 05, 2013"
GSE40406	"Transcriptome wide target profiling for miR-199a-5p and miR-424-3p."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40406/suppl"	24629056		"Nicole Cloonan"	"Dec 02, 2013"
GSE47598	"Activated T cell gene expression profile associated with Psoriasis"	"Expression profiling by array"	"Homo sapiens"	24	GDS5260	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47598/suppl"	24267790		"Toni Julià"	"Dec 02, 2013"
GSE51520	"Microarray Study to Identify Candidate TTV-tth8 microRNA Targets"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51520/suppl"	24367263		"Christopher Sullivan"	"Dec 02, 2013"
GSE40408	"Imperfect centered miRNA binding sites are common and can mediate functional repression of target mRNAs [microarray]"	"Expression profiling by array"	"Homo sapiens"	13		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40408/suppl"	24629056		"Nicole Cloonan"	"Dec 01, 2013"
GSE40411	"The miRNA miR-139-5p is a regulator of metastatic pathways in breast cancer."	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40411/suppl"	24158791		"Nicole Cloonan"	"Dec 01, 2013"
GSE41585	"Effect of histamine on human keratinocytes"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41585/suppl"			"Stephen Taylor"	"Dec 01, 2013"
GSE44590	"VGLL4 is a novel regulator of survival in human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44590/suppl"			"Adriana Tajonar"	"Dec 01, 2013"
GSE48398	"Gene expression profiles of mammary epithelial and breast cancer cells following fever range hyperthermia"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48398/suppl"			"Brad Allen Bryan"	"Dec 01, 2013"
GSE50101	"DNA Methylation Changes in Allergic Patients Correlate with Symptom Severity  [gene expression]"	"Expression profiling by array"	"Homo sapiens"	38		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50101/suppl"	24391521		"Colm Eamonn Nestor"	"Dec 01, 2013"
GSE50387	"DNA Methylation Changes in Allergic Patients Correlate with Symptom Severity"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	70				24391521		"Colm Eamonn Nestor"	"Dec 01, 2013"
GSE52241	"Gene induction in STAT1-/- fibroblasts transduced with lentiviruses expressing human cGAS"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52241/suppl"	24284630		"John Schoggins"	"Dec 01, 2013"
GSE36102	"Cancer stem cells from lobular infiltrating breast tumor metastasize to bone and acquire a gene signature associated to bone tropism"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36102/suppl"			"Enzo Medico"	"Nov 30, 2013"
GSE50955	"Deletion of HCMV US17 alters host immune genes at 12 hpi and ER stress genes at 96 hpi."	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50955/suppl"	24335296		"Philip E. Pellett"	"Nov 30, 2013"
GSE52609	"Gene expression profile of MRKHS patients"	"Expression profiling by array"	"Homo sapiens"	38		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52609/suppl"	24608967		"mariateresa giuliano"	"Nov 22, 2013"
GSE52561	"Gene expression profiling of CD4+ T-cell subsets in follicular lymphoma."	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52561/suppl"	24332512		"Min Zhang"	"Nov 21, 2013"
GSE52562	"Gene expression profiling of tumor biopsies before and after pidilizumab therapy in patients with relapsed follicular lymphoma grade 1 or grade 2."	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52562/suppl"	24332512		"Min Zhang"	"Nov 21, 2013"
GSE41576	"Integrated analysis of transcript level regulation of metabolism during human adipocyte differentiation [miR]"	"Expression profiling by array"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41576/suppl"	24198249		"Merja Heinäniemi"	"Nov 19, 2013"
GSE41578	"Integrated analysis of transcript level regulation of metabolism during human adipocyte differentiation"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	55		"WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41578/suppl"	24198249		"Merja Heinäniemi"	"Nov 19, 2013"
GSE52456	"Identification of a CD271-associated signaling network in human malignant melanoma cells"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52456/suppl"	24799129		"Christian R.A. Regenbrecht"	"Nov 19, 2013"
GSE38900	"Genome-wide analysis of whole blood transcriptional response to Respiratory Syncytial Virus, Influenza and Rhinovirus lower respiratory tract infection (LRTI) in children"	"Expression profiling by array"	"Homo sapiens"	241		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38900/suppl"	24265599		"Nicole Baldwin"	"Nov 12, 2013"
GSE44303	"KD of Fibroblast specific TF"	"Expression profiling by array"	"Homo sapiens"	54		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44303/suppl"	25013174		"Yasuhiro Tomaru"	"Nov 12, 2013"
GSE44305	"Fibroblast Major TF KDs"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44305/suppl"	25013174		"Yasuhiro Tomaru"	"Nov 12, 2013"
GSE44439	"Basic data set for advanced transdifferentiation from fibroblast"	"Expression profiling by array"	"Homo sapiens"	78				25013174		"Yasuhiro Tomaru"	"Nov 12, 2013"
GSE50390	"Transcriptional analysis of human blood CXCR5+ CD4 T cell populations"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50390/suppl"	24035365		"Peter A Wilkinson"	"Nov 12, 2013"
GSE50391	"Transcriptional analysis of human tonsil Tfh cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50391/suppl"	24035365		"Peter A Wilkinson"	"Nov 12, 2013"
GSE50392	"Blood PD-1+ CXCR3- CXCR5+ CD4 T cells and active GC Tfh cells share a transcriptional profile signature"	"Expression profiling by array"	"Homo sapiens"	48				24035365		"Peter A Wilkinson"	"Nov 12, 2013"
GSE51444	"Statin induced changes in gene expression in EBV-transformed and native B-cells"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51444/suppl"	24179175		"Eugene L Bolotin"	"Nov 12, 2013"
GSE52130	"Gene expression profiling of oral and genital lichen planus epithelium and normal oral and genital epithelium"	"Expression profiling by array"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52130/suppl"	24626344		"Karin Danielsson"	"Nov 08, 2013"
GSE50414	"Genome-wide expression analysis of VprBP knockdown in DU145 cells"	"Expression profiling by array"	"Homo sapiens"	4	GDS4829	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50414/suppl"	24140421		"Kyunghwan Kim"	"Nov 07, 2013"
GSE41666	"Disulphide bond inhibitors in 2 cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41666/suppl"	24247433		"Nicholas J Harding"	"Nov 06, 2013"
GSE48328	"SUMOylation Regulates the Anti-Proliferative Gene Signature Programs of Glucocorticoid Receptor (HEK293)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48328/suppl"	24194604		"Ville Paakinaho"	"Nov 05, 2013"
GSE48330	"SUMOylation Regulates the Anti-Proliferative Gene Signature Programs of Glucocorticoid Receptor (U2Os cell line)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48330/suppl"	24194604		"Ville Paakinaho"	"Nov 05, 2013"
GSE48379	"SUMOylation Regulates the Anti-Proliferative Gene Signature Programs of Glucocorticoid Receptor"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	35		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48379/suppl"	24194604		"Ville Paakinaho"	"Nov 05, 2013"
GSE49354	"BMP4-directed trophoblast differentiation of human embryonic stem cells is mediated through a ΔNp63+ cytotrophoblast stem cell state"	"Expression profiling by array"	"Homo sapiens"	126		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49354/suppl"	24004950		"Mana Parast"	"Nov 05, 2013"
GSE51980	"CD44 is a negative cell surface marker for pluripotent stem cell identification during human fibroblast reprogramming"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51980/suppl"	24416407		"Vivek Tanavde"	"Nov 05, 2013"
GSE51985	"Microarray gene expression analysis of tumorigenesis and regional lymph node metastasis in laryngeal squamous cell carcinoma"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51985/suppl"			"Demin Han"	"Nov 02, 2013"
GSE51993	"microRNA differential regulations gradually mediate genomic instability during cervical intraepithelial neoplasia progression."	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51993/suppl"			"Wenjuan Mo"	"Nov 02, 2013"
GSE42242	"SMAD4 regulated through HDAC4 is associated with chemoresistance in MCF-7 cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42242/suppl"			"Seong-Lan Yu"	"Nov 01, 2013"
GSE50743	"Human Bone Marrow Stromal Cells cultured on polymer scaffolds with varied properties"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50743/suppl"	21890197		"Carl Simon"	"Nov 01, 2013"
GSE50744	"Human Bone Marrow Stromal Cells cultured on 3D nanofiber scaffolds or 2D films"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50744/suppl"	24840613		"Carl Simon"	"Nov 01, 2013"
GSE51974	"Analysis for expression of genes in human leukemic cell line Jurkat treated with Me6TREN or Phosphate Buffered Saline (PBS) control"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51974/suppl"	24196072		"Jing Zhang"	"Nov 01, 2013"
GSE42825	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (validation)"	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42825/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42826	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (test)"	"Expression profiling by array"	"Homo sapiens"	102		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42826/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42827	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (pneumonia treated)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42827/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42830	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (training)"	"Expression profiling by array"	"Homo sapiens"	95		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42830/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42831	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer (sarcoidosis)"	"Expression profiling by array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42831/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42832	"Microarray study using whole blood and purified leucocyte populations from healthy controls and patients with tuberculosis or sarcoidosis with tuberculosis and sarcoidosis"	"Expression profiling by array"	"Homo sapiens"	90		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42832/suppl"	23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE42834	"Human whole blood microarray study to compare patients with tuberculosis, sarcoidosis, pneumonia, and lung cancer"	"Expression profiling by array"	"Homo sapiens"	356				23940611		"Chloe Bloom"	"Oct 31, 2013"
GSE51732	"Epigenetic silencing of noncoding RNA nc886 provokes oncogenes during esophageal tumorigenesis"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51732/suppl"	25004084		"Sangbae Kim"	"Oct 31, 2013"
GSE42529	"High-throughput 3D screening reveals differences in drug sensitivities between culture models of JIMT1 breast cancer cells."	"Expression profiling by array"	"Homo sapiens"	12	GDS5310	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42529/suppl"	24194875		"Vesa Hongisto"	"Oct 30, 2013"
GSE47583	"Gene expression analysis of MCF7 breast cancer cells cultured as xenografts, in two dimensional cultures, in polyHEMA anchorage independent three dimansional cell culture models and in Matrigel three dimensional cultures."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47583/suppl"	24194875		"Vesa Hongisto"	"Oct 30, 2013"
GSE51448	"Gene expression analysis of estrogen receptor mutants, S463P, Y537S and D538G in MCF7 cells"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51448/suppl"	24185512		"Sarat Chandarlapaty"	"Oct 25, 2013"
GSE37250	"Genome-wide transcriptional profiling of HIV positive and negative adults with active tuberculosis, latent TB infection and other diseases"	"Expression profiling by array"	"Homo sapiens"	537		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37250/suppl"	24167453		"Victoria Wright"	"Oct 23, 2013"
GSE43805	"TMEM88 knockdown during human embryonic stem cell cardiac differentiation"	"Expression profiling by array"	"Homo sapiens"	4	GDS5077	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43805/suppl"	23924634		"Nathan Palpant"	"Oct 21, 2013"
GSE48160	"Identification of miRNA targets in breast cancer cells (DICER1 and DROSHA knockdown)"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48160/suppl"	23921383		"Meiyun Fan"	"Oct 21, 2013"
GSE48162	"Identification of miRNA targets in breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	18				23921383		"Meiyun Fan"	"Oct 21, 2013"
GSE49406	"Expression analysis of YAP and Angiomotin target genes"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49406/suppl"	24003254		"Louise C Showe"	"Oct 21, 2013"
GSE47822	"Genome-wide expression profiling of HepG2 liver cells after berberine chloride treatment"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47822/suppl"	24098708		"Ting-fang Lo"	"Oct 17, 2013"
GSE43082	"Expression data from neonatal human foreskin keratinocytes (NHKs) with NFX1-123 endogenous expression, overexpression, or knocked down expression, with or without HPV16E6 co-expression"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43082/suppl"	24109236		"Rachel Katzenellenbogen"	"Oct 15, 2013"
